Draft_Year,Outcome_Season,Player,POS,Height_in,Wingspan_in,Standing_Reach_in,Hand_Length,Hand_Width,Weight_lbs,Lane_Agility_Time,Shuttle_Run,Three_Quarter_Sprint,Standing_Vertical_Leap,Max_Vertical_Leap,G,GS,MP,DWS,WS,OBPM,DBPM,BPM,Has_Preferred_Model_Inputs,Has_NBA_Outcome,Exclude_From_Modeling,Modeling_Row_DBPM,Height,Wingspan,Standing_Reach,Max_Bench_Press,Modeling_Row_DBPM_Expanded_No_Shuttle,Final_Model_Formula
2024,2024-25,Melvin Ajinca,SF,79.25,79.5,106.5,8.5,9.75,213.8,11.78,3.0,3.38,26.5,31.0,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Michael Ajayi,SF,77.75,84.75,106.5,9.5,9.75,227.8,11.77,3.17,3.21,27.0,34.5,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Nae'Qwan Tomlin,PF,80.25,86.5,109.0,9.0,10.0,205.0,11.63,3.54,3.43,27.5,32.5,5.0,1.0,63.0,0.1,0.1,-3.0,-2.4,-5.5,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,N'Faly Dante,C,82.0,90.0,111.0,9.25,10.0,260.2,11.55,3.04,3.23,27.0,33.0,4.0,0.0,51.0,0.1,0.3,0.7,1.7,2.4,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Nikola Djurisic,SF,79.0,80.0,102.5,8.5,10.0,208.8,10.63,2.92,3.12,27.5,34.5,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Nikola Topic,PG,77.75,77.5,102.0,8.0,9.0,203.0,,,,,,,,,,,,,,False,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Nique Clifford,SF,77.0,80.0,102.0,8.0,9.0,198.6,10.95,3.1,3.08,30.0,37.0,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Oso Ighodaro,C,81.5,83.0,104.5,9.0,10.0,222.0,11.25,3.12,3.09,35.0,39.5,61.0,6.0,1045.0,0.6,1.6,-2.9,0.3,-2.6,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Pacome Dadiet,SF,79.75,81.0,107.5,8.5,9.0,216.8,11.84,2.94,3.21,29.0,36.0,18.0,0.0,111.0,0.1,0.0,-4.9,-1.5,-6.5,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Payton Sandfort,SF,78.25,80.0,104.0,8.5,9.0,212.0,11.57,2.84,3.43,22.0,28.0,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Pelle Larsson,SG,77.25,79.5,102.0,8.75,10.25,212.4,11.15,2.91,3.06,30.5,38.0,55.0,8.0,782.0,0.8,1.4,-3.8,0.7,-3.1,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,PJ Hall,C,80.25,85.5,103.5,9.0,9.75,239.6,11.76,3.01,3.35,32.5,39.5,19.0,0.0,66.0,0.1,0.2,-0.7,-0.6,-1.3,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Quinten Post,C,84.0,86.5,112.0,9.25,10.0,244.4,11.48,3.03,3.4,24.0,27.0,42.0,14.0,686.0,0.9,1.7,0.1,0.0,0.1,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Reece Beekman,PG,73.25,78.5,100.0,8.5,9.0,196.4,10.86,3.08,2.94,30.0,36.5,36.0,4.0,469.0,0.5,0.1,-6.7,1.3,-5.4,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Reed Sheppard,PG,73.75,75.25,93.5,7.75,9.0,181.6,10.96,3.03,3.08,32.5,42.0,52.0,3.0,654.0,1.0,0.8,-3.0,1.3,-1.7,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Robert Dillingham,PG,73.0,75.0,95.0,8.0,8.25,164.2,,,,,,,,,,,,,,False,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Ron Holland II,SF,78.5,82.75,104.0,8.75,9.0,196.8,11.1,2.91,3.1,30.0,38.0,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Ryan Dunn,PF,78.25,85.5,103.0,9.0,9.75,213.6,10.99,2.88,3.12,32.0,38.5,74.0,44.0,1410.0,0.7,1.0,-2.9,-1.2,-4.1,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Stephon Castle,SG,77.5,81.0,102.0,8.75,8.75,210.0,10.93,2.91,3.19,28.5,37.0,81.0,47.0,2162.0,1.0,1.1,-1.5,-1.7,-3.2,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Terrence Shannon Jr.,SF,77.75,80.75,100.0,8.75,8.5,219.4,,,,,,32.0,1.0,339.0,0.4,0.6,-2.1,0.0,-2.1,False,True,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Tidjane Salaun,PF,80.75,85.5,110.0,8.5,9.75,217.4,11.45,3.05,3.37,27.5,32.0,60.0,10.0,1244.0,0.9,0.0,-4.3,-0.8,-5.2,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Trentyn Flowers,SF,78.5,80.25,100.5,8.75,9.5,201.4,11.01,3.0,3.13,34.5,42.0,6.0,0.0,27.0,0.0,0.0,-7.1,-1.3,-8.3,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Trevon Brazile,PF,81.25,87.75,108.5,9.0,10.25,215.0,11.15,3.01,3.09,33.0,41.0,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Trey Alexander,SG,75.25,82.5,101.5,8.75,10.0,187.0,11.37,2.92,3.21,26.5,32.0,24.0,0.0,117.0,0.0,-0.2,-7.9,-1.8,-9.7,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Tristan Da Silva,PF,80.25,82.25,104.5,9.0,9.5,216.8,10.81,2.82,3.09,28.5,35.5,74.0,38.0,1629.0,1.9,2.5,-2.3,-0.3,-2.6,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Tristen Newton,PG,75.25,78.75,100.0,8.5,9.0,191.8,10.96,2.84,3.24,25.0,32.5,8.0,0.0,16.0,0.0,-0.1,-16.7,-4.0,-20.7,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Tyler Kolek,PG,73.25,74.75,95.0,8.25,9.5,196.6,10.97,3.08,3.27,27.0,34.0,41.0,0.0,296.0,0.3,0.4,-2.6,-0.3,-2.8,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Tyler Smith,PF,81.0,85.0,105.0,8.5,9.0,223.8,10.74,2.99,3.28,32.0,38.0,23.0,0.0,122.0,0.1,0.2,0.4,-1.2,-0.9,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Tyon Grant-Foster,SF,77.75,83.75,104.0,8.75,9.25,215.2,,,,,,,,,,,,,,False,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Ulrich Chomche,C,82.25,88.0,109.0,9.25,10.25,232.4,11.74,2.84,3.1,29.0,35.5,7.0,0.0,32.0,0.0,0.0,-6.1,-1.3,-7.4,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Yves Missi,C,82.75,86.0,109.5,9.5,10.0,229.4,11.45,3.12,3.12,31.0,38.5,73.0,67.0,1956.0,1.1,3.6,-1.6,-1.4,-3.0,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Zaccharie Risacher,SF,80.5,81.5,107.0,8.5,8.75,194.6,11.51,2.97,3.38,25.0,31.0,75.0,73.0,1843.0,1.1,1.8,-1.7,-1.8,-3.5,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2024,2024-25,Zach Edey,C,87.75,94.75,115.0,10.0,10.75,299.0,11.19,3.01,3.42,26.0,31.5,66.0,55.0,1416.0,2.2,4.9,-0.2,0.1,-0.1,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Ace Bailey,,79.5,84.5,107.0,8.5,9.0,202.8,10.97,2.78,,27.5,,72.0,61.0,1988.0,0.3,-0.1,,-2.5,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Adou Thiero,,78.25,84.0,104.5,9.0,10.25,218.4,,,,,,25.0,0.0,149.0,0.2,0.2,,-0.2,,False,True,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Alex Condon,,83.25,84.75,107.5,9.25,9.75,221.8,11.57,2.76,,30.0,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Alex Toohey,,79.75,82.75,104.5,9.0,10.25,222.8,11.38,2.9,,26.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Alijah Martin,,,,99.5,8.25,9.25,,11.06,3.05,,29.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Asa Newell,,81.0,83.25,107.5,9.25,10.0,233.8,10.95,2.78,,29.5,,44.0,2.0,500.0,0.6,1.2,,-0.5,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Ben Henshall,,,,99.5,8.0,8.0,,10.49,3.0,,30.0,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Ben Saraf,,,,100.0,9.44,8.07,,11.1,,,,,,,,,,,,,False,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Bogoljub Markovic,,82.5,,110.0,8.25,9.75,,11.4,2.96,,24.0,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Boogie Fland,,74.0,78.0,98.0,8.5,9.0,172.4,,,,,,,,,,,,,,False,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Brice Williams,,,,103.0,9.0,10.75,,11.19,2.98,,27.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Carter Bryant,,78.5,83.75,106.0,8.5,9.5,214.8,11.25,3.14,,30.5,,71.0,0.0,818.0,1.2,1.3,,0.2,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Cedric Coward,,77.25,86.25,106.0,9.25,10.0,213.0,10.97,3.02,,32.5,,62.0,47.0,1598.0,1.1,2.5,,-0.6,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Chaz Lanier,,75.75,81.0,101.5,8.5,9.75,205.8,10.53,2.96,,33.0,,34.0,0.0,262.0,0.3,0.3,,-1.3,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Collin Murray-Boyles,,78.5,84.75,106.0,8.5,10.25,239.2,11.21,2.86,,29.5,,57.0,22.0,1246.0,1.9,4.0,,1.5,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Cooper Flagg,,79.75,84.0,106.5,8.75,9.75,221.0,10.64,2.92,,29.0,,70.0,70.0,2344.0,2.5,3.8,,0.4,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Danny Wolf,,82.5,86.25,109.0,9.25,9.75,251.8,11.26,2.91,,24.0,,57.0,15.0,1187.0,1.0,0.8,,-0.3,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Darrion Williams,,76.5,78.0,101.0,9.0,10.5,236.0,11.73,3.01,,24.0,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Derik Queen,,81.25,84.5,109.5,9.0,9.5,247.8,12.45,3.27,,23.5,,81.0,48.0,2023.0,2.3,2.7,,0.7,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Dink Pate,,78.25,81.75,104.0,8.5,9.0,200.8,10.63,2.97,,24.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Drake Powell,,77.25,84.0,103.0,8.75,10.0,200.4,10.71,2.79,,37.5,,63.0,24.0,1320.0,0.5,-0.1,,-1.3,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Dylan Harper,,76.5,82.5,102.0,9.25,9.25,213.2,11.07,3.05,,30.5,,69.0,4.0,1558.0,2.2,4.2,,1.1,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Egor Demin,,80.25,82.25,105.5,8.25,9.25,199.2,11.31,2.93,,26.5,,52.0,45.0,1308.0,0.7,0.9,,-0.7,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Eric Dixon,,79.5,83.5,104.0,8.75,10.0,258.6,11.56,3.09,,28.0,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Grant Nelson,,82.0,84.0,109.0,9.0,9.75,,10.51,2.58,,27.0,,4.0,0.0,35.0,0.1,0.1,,4.8,,True,True,False,True,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Hansen Yang,,85.0,86.75,111.0,10.0,11.25,,11.79,3.01,,26.0,,43.0,1.0,300.0,0.3,-0.5,,-0.6,,True,True,False,True,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Hugo Gonzalez,,,,101.5,10.25,9.0,,10.91,,,,,,,,,,,,,False,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Hunter Sallis,,75.75,82.0,100.0,8.5,9.75,181.4,10.99,2.94,,31.0,,7.0,0.0,26.0,0.0,-0.1,,-2.9,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Isaiah Evans,,,,,,,,,,,,,,,,,,,,,False,False,True,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Izan Almansa,,81.25,85.75,109.5,9.25,9.5,,11.46,2.93,,28.0,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Jalon Moore,,,,104.5,9.0,9.5,,11.68,3.1,,32.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Jamir Watkins,,77.0,83.25,102.5,9.25,9.75,214.6,11.19,3.21,,31.5,,50.0,7.0,1032.0,0.5,1.1,,-0.5,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Jase Richardson,,72.5,78.0,98.5,8.5,9.5,178.4,10.97,3.08,,30.5,,54.0,0.0,587.0,0.5,1.0,,-0.7,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Javon Small,,73.0,76.75,96.0,8.25,9.75,190.0,10.74,2.87,,33.0,,41.0,12.0,830.0,0.5,1.9,,-0.6,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Jeremiah Fears,,74.5,77.25,98.5,8.25,9.25,179.6,10.95,3.09,,32.5,,82.0,49.0,2112.0,1.4,0.6,,-1.3,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Joan Beringer,,83.0,88.5,111.0,9.75,10.0,,11.44,2.97,,28.5,,40.0,3.0,314.0,0.5,1.5,,0.2,,True,True,False,True,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,John Tonje,,76.75,81.0,102.5,9.0,9.5,211.8,11.14,3.21,,30.0,,6.0,0.0,42.0,0.1,0.1,,1.2,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Johni Broome,,81.25,84.25,108.5,9.25,10.25,249.4,11.52,3.23,,24.5,,11.0,0.0,55.0,0.1,-0.2,,-4.4,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Kam Jones,,75.25,78.0,100.5,8.25,8.5,202.4,11.42,3.11,,24.5,,37.0,7.0,616.0,0.2,0.0,,-1.9,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Karter Knox,,,,102.5,9.0,9.5,,10.92,2.96,,32.0,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Kasparas Jakucionis,,76.75,79.75,99.5,8.5,9.75,205.2,10.99,2.82,,28.5,,53.0,12.0,945.0,0.9,2.3,,0.6,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Khaman Maluach,,84.75,90.75,114.0,9.75,10.25,252.8,12.05,3.44,,24.0,,46.0,1.0,411.0,0.6,0.8,,0.0,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Kobe Sanders,,,,103.0,8.5,9.25,,10.95,3.0,,30.0,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Koby Brea,,77.75,77.25,101.5,8.5,9.25,201.8,11.4,3.23,,27.5,,12.0,0.0,84.0,0.1,0.2,,-1.4,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Kon Knueppel,,77.0,78.25,101.5,8.5,9.75,219.0,11.92,2.92,,31.5,,81.0,80.0,2551.0,2.5,8.0,,-0.4,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Labaron Philon,,74.75,78.25,99.5,8.5,9.0,174.6,11.46,3.14,,28.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Liam McNeeley,,78.75,80.5,99.5,8.75,10.0,214.6,11.11,2.75,,30.5,,31.0,0.0,368.0,0.4,0.9,,0.0,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Mark Sears,,,,92.5,8.0,8.75,,10.96,3.25,,31.0,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Max Shulga,,,,99.0,8.0,9.75,,11.35,3.06,,29.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Maxime Raynaud,,84.25,85.25,110.0,9.0,10.25,236.8,11.31,3.16,,28.0,,74.0,56.0,1964.0,1.0,3.6,,-1.6,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Micah Peavy,,,,101.0,8.5,8.75,,10.9,3.06,,30.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Michael Ruzic,,83.0,84.75,108.0,9.0,9.25,221.4,11.4,2.98,,29.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Miles Byrd,,76.75,82.0,102.5,8.75,9.25,181.8,10.91,2.9,,31.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Milos Uzan,,75.25,77.25,97.5,7.75,9.0,186.4,10.86,2.94,,26.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Neoklis Avdalas,,79.5,,104.5,8.25,9.75,,10.98,2.98,,27.0,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Nique Clifford,,77.25,80.0,102.5,8.25,8.5,202.0,10.87,2.96,,31.0,,75.0,28.0,1882.0,0.6,-0.6,,-1.2,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Noa Essengue,,82.0,85.0,110.0,8.97,10.62,,10.7,,,,,2.0,0.0,6.0,0.0,-0.1,,-3.0,,False,True,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Noah Penda,,,,106.5,8.25,9.75,,11.7,3.13,,25.0,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Nolan Traore,,,,101.5,7.75,9.25,,10.75,2.85,,28.0,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Otega Oweh,,,,101.5,8.5,9.5,,10.92,2.88,,27.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,PJ Haggerty,,74.25,78.5,97.5,8.5,9.5,189.4,11.76,3.11,,27.5,,,,,,,,,,True,False,False,False,,,,,False,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
