Draft_Year,Outcome_Season,Player,POS,Height_in,Wingspan_in,Standing_Reach_in,Hand_Length,Hand_Width,Weight_lbs,Lane_Agility_Time,Shuttle_Run,Three_Quarter_Sprint,Standing_Vertical_Leap,Max_Vertical_Leap,G,GS,MP,DWS,WS,OBPM,DBPM,BPM,Has_Preferred_Model_Inputs,Has_NBA_Outcome,Exclude_From_Modeling,Modeling_Row_DBPM,Height,Wingspan,Standing_Reach,Max_Bench_Press,Modeling_Row_DBPM_Expanded_No_Shuttle,Final_Model_Formula,Final_Model_Minutes_Restriction,Final_Model_Formula_MP100
2025,2025-26,Dylan Harper,,76.5,82.5,102.0,9.25,9.25,213.2,11.07,3.05,,30.5,,69.0,4.0,1558.0,2.2,4.2,,1.1,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Egor Demin,,80.25,82.25,105.5,8.25,9.25,199.2,11.31,2.93,,26.5,,52.0,45.0,1308.0,0.7,0.9,,-0.7,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Jamir Watkins,,77.0,83.25,102.5,9.25,9.75,214.6,11.19,3.21,,31.5,,50.0,7.0,1032.0,0.5,1.1,,-0.5,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Jase Richardson,,72.5,78.0,98.5,8.5,9.5,178.4,10.97,3.08,,30.5,,54.0,0.0,587.0,0.5,1.0,,-0.7,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Javon Small,,73.0,76.75,96.0,8.25,9.75,190.0,10.74,2.87,,33.0,,41.0,12.0,830.0,0.5,1.9,,-0.6,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Jeremiah Fears,,74.5,77.25,98.5,8.25,9.25,179.6,10.95,3.09,,32.5,,82.0,49.0,2112.0,1.4,0.6,,-1.3,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Kam Jones,,75.25,78.0,100.5,8.25,8.5,202.4,11.42,3.11,,24.5,,37.0,7.0,616.0,0.2,0.0,,-1.9,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Kasparas Jakucionis,,76.75,79.75,99.5,8.5,9.75,205.2,10.99,2.82,,28.5,,53.0,12.0,945.0,0.9,2.3,,0.6,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Khaman Maluach,,84.75,90.75,114.0,9.75,10.25,252.8,12.05,3.44,,24.0,,46.0,1.0,411.0,0.6,0.8,,0.0,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Kon Knueppel,,77.0,78.25,101.5,8.5,9.75,219.0,11.92,2.92,,31.5,,81.0,80.0,2551.0,2.5,8.0,,-0.4,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Liam McNeeley,,78.75,80.5,99.5,8.75,10.0,214.6,11.11,2.75,,30.5,,31.0,0.0,368.0,0.4,0.9,,0.0,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Maxime Raynaud,,84.25,85.25,110.0,9.0,10.25,236.8,11.31,3.16,,28.0,,74.0,56.0,1964.0,1.0,3.6,,-1.6,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Nique Clifford,,77.25,80.0,102.5,8.25,8.5,202.0,10.87,2.96,,31.0,,75.0,28.0,1882.0,0.6,-0.6,,-1.2,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Rasheer Fleming,,80.25,89.25,109.0,9.5,9.5,232.4,10.95,2.72,,27.0,,55.0,1.0,673.0,0.8,0.8,,-0.7,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Ryan Kalkbrenner,,85.0,90.0,112.0,9.25,11.25,257.4,12.05,3.1,,29.0,,69.0,31.0,1479.0,2.1,5.7,,1.3,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Sion James,,76.5,78.5,100.0,8.25,9.25,217.6,10.91,2.93,,32.0,,82.0,19.0,1843.0,1.9,3.1,,1.1,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Tre Johnson,,76.75,82.25,101.0,8.5,8.0,190.4,10.49,3.11,,32.0,,60.0,42.0,1443.0,-0.1,-0.7,,-2.9,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Tyrese Proctor,,76.25,79.25,100.5,8.25,9.0,183.2,10.75,3.0,,30.5,,50.0,1.0,545.0,0.5,0.7,,-0.5,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,VJ Edgecombe,,76.0,79.5,101.5,8.5,9.5,193.2,11.27,2.93,,30.0,,75.0,75.0,2623.0,2.5,4.4,,-0.1,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Walter Clayton Jr.,,74.0,76.0,97.5,8.25,9.75,199.0,10.52,2.81,,29.5,,69.0,6.0,1410.0,0.3,0.3,,-2.1,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
2025,2025-26,Will Riley,,80.25,80.75,104.0,8.5,9.0,185.6,11.73,3.08,,27.5,,74.0,18.0,1633.0,0.0,0.4,,-2.6,,True,True,False,True,,,,,True,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs,MP >= 100,DBPM ~ Hand_Width + Standing_Vertical_Leap + Lane_Agility_Time + Wingspan_in + Weight_lbs
